id,answer
e1c8972a04d5749cd18fe1660cc43325,性的物質，並
3cfe538f49e5e91815a2180d4bf5c54b,視網中，電視畫面右
6ac374a90735ed4040e322ebae43b1d9,國代表團，見贈中華民國奧林匹克委員會主席鄧傳楷
1e8a6d8fa01f17a9be3b8e8b492cca46,海是一個陸間海：西
faf0f5f258c2cc5f1671cb63c9342b54,。而這十大雲屬
520ab8c4d610aeed157bf27ccf5825c2,漢設有漢中都督、永安都督和庲降都督。孫吳也於西
c5cf7aefce07e167b5e3370c0e4dc8c4,國家標準。國家標準是「由國家標準機構通過並公
f4ec823d5c39b1e51eecfaa1471f291f,海是一個陸間海：西
00be08393b8e78f8226e45d0fb376dac,國憂慮印度加入會使組織中的權力
6ad2fa80497df702cd40d15132e02258,政府軍則相繼反攻，整個葉門陷入三
9f74d35c7466c739292e55a79f2d8a76,仍未放棄，並於
41a85e7a471076380967875696631fe5,海東部
513d28e38aaa337459324437af79fc9b,國。但斯德哥爾摩國際和平研究所、美國國防部部長辦公室等部
07459cf6f9169bed99d8a47156ad33f9,府委員會代行最高國家機關的常設機關職權，集行政、立法等權限
a05a4c4c330ffc8876f15414c0627e5f,國上市。Elite版主機與手
4a5c787f7849ec8c6efe7c0ca1a361e9,續有不少的世界500強企業和長虹、TCL、小
62ff3e476827711513256b502471080e,。它實際上是一種壓縮文
5cbd2fdc0eca9dc240fc8ecd438786db,障所有適齡兒童接受的教
f1280aac8a952da7ca14c729c7001dbd,教外世界三
36b35dddc15dda8f8812f1f279f313f7,營著33個圖書掃
c7cb7d4286baed3b080a25c27610d027,信、服務業蓬勃發展。東柏林保留有西
2e3e47f0cd7e3a48bde90d324c79ca21,政、立法、司法三權
07ca2c3e2776a07c2d17a986e06e7e6b,城孝堂祠、嘉祥武
d79b799b4ff863fd1bd2eb85bc70daf3,國教科文
85a9f3f0ce7c11e80e02b5b5d73253a0,城。亞利桑那州也
702ec82f667894ed8d376095519caddf,謂的右傾翻案風，清華一二號人物
90b7ee5346d439902ace2332bfaf64da,南和東北輻射，形成完整的體系，同時，它
9c51640b189f65ae18e964d9937a9e11,。而這十大雲屬
7641e057b254d013575d93061498819b,估的和模擬考試成績的相差100分之巨，因而向教育局提出查詢考卷
2c4cb793bd7273711658c7a84d7c5cec,協助曹室篡漢立國。第三部分則是劉氏皇族成員，
a6507d225ffd6745b38ecb55c7e7d27f,爾總督贊吉攻打伊德薩伯國。耶路撒冷國王向法王路易七世和德
3b352acf910f76e11523c10243a64ddf,依然接近飽
808eae5f9ad38273b0daa03394cde61c,版主機將於一個月後於美國上市。Elite版主機與手
cb8a0de64b797e963e11e97c33cce09d,術興起於東漢末期。從三國到西晉
3e634092937670929f9760e798758ec2,孫，王學遂被立為官學，
61b8f799482e282fe5544c04312584ea,教，聚集多人之處，其所稱童姓，既有義和拳名色
bf0c255478c2acaffae48eb1d1903d2f,。總統薩利赫上月
4cd7b95c93466ef76990c6dade3e4e3f,台將負責製作高爾夫和七人橄欖
6c3bee06c22da81597867b6a1f3a4840,洲、西非海岸
5b41775ab9b3da5ddacb5e6be67358e4,兄弟張梁和張寶率數十萬信徒發起民變，史稱黃
866febb63283eb7bd62f778bfe1b2610,關旗下部門
a0dcc97e9c092cebee98ff03e073e059,的錦衣衛」和「中南海的東廠、西
d2c58bf47edcee79fffce75f52d17498,遍及全球
f98f8349ebb761ea862f5482f72c623f,之要，務在舉賢」的主張以任才適用。他也重視軍法，
d00c21b5fb07886183d5544859ced71d,侄子李經楚擔任第一任總理。同期在香港、新加坡、仰光設立分行，
56411677610d21c3ca1d6c51f3a2714a,播業務，包括央廣自製節目、代播，一概停止。部長龍應台周
767fb5192c0cdad82418f54e066be301,；在1973-74賽季
7965dc2c839bb8348289e15d264644d1,個由1960×2560像素構成的電荷
4493dba8b592fa615f08d0639bde12ef,。目前關於離岸人民幣的衍生金融產品
b1977499e29c6cee4e834859b044e4cf,唱。而在客家人居多的五
1c4c3bc87eb6220a4aeacda97d42818d,。而在態度時代中期
36ffb5275128f470192c84f781dd8efd,，母親是齊心，現任妻子是歌唱家彭麗媛
161a2dbfecaf0c8972e74492e30d25d9,訊裝備
a5a2bb972428eba1b52ad1dd0d52030c,國共產黨對中華人民共和國的軍隊，即
20416f59083ae96614947af70024ddcd,備表劉琦為荊州刺史，又征荊南四郡，武
352ee970f889c40ebfa65d3e45ca11f4,國科學技術大學學生因不滿合肥市西
714e059c2a0adebf3661dd821a8fdd76,海東翼。巴爾幹的其他民族也建立起較大的部落聯盟，如前5世紀色
1dbe0a0e205fee7062c9eb08b56a4ff3,體，有「東南第一山」之稱。九華山漢時稱陵
cf5ae6311659fe621ae00b241c8c537a,國、伊朗、北美洲、澳洲、紐西
6451b08136e296a35a581c2f756418d3,影演員、電影、電視節目、電視藝人、電子遊戲和電影製作小組
a5bf25424fba1fdf83b85fe4be5e37dc,的侄女和其他三位初學修女，
81457cb9fd4fbf6098d15b585849586b,為了抗衡當時被視為羽球最高榮譽
c8d4b9d40966d879d3f5156016ecb201,收劑
54508933cb7eeaba6d46dcc28983e096,府部門
6f99579cb5d73e69e7bf4928cc0fa604,備取勝的戰例，隨著裝備水平的提高，海戰逐漸減少；海岸炮兵
b0f3fa7e32fb53507a5213fac5125b3a,國科學技術大學學生因不滿合肥市西
4bebc5ee51f0d8e107ece7e12d365b6f,其屋計劃，皆為香港未來的經濟奇蹟奠
fa224766f4942d6c40e0c41c3201170f,環以及中上環半山一帶，文
fa6f58fe6755ec816fd49d52ca8ac2e6,關管理員可以通過電話、內部
6193b1a91fe147cbf55b32d5ec5139c5,海姆，薩爾茨基特等城市。下薩克森邦最大的鐵路交通樞紐
fe765576eae6a258795423f100a05236,灣卻是唯一的例外。不但不漲價、不貶幣，且反而大走紅運
3d1ebfb05f6588be1587d51392e0c492,能地讓人陌生。奧運會吉祥物費尼希斯的名稱
31c266b80c850a138a7669e4fc4b058a,政區各自使用自己原來的法律體系，分別
9c889d788e8b9bdc78f3447573781baa,國共產黨的領導下。中共將其看作統戰工作。中國婦女在教
b9a1db81ea766329f69f7b165d19992a,政院為了便於地方民眾接洽中央業務，增設3個
2258da4122be27124bf77cf8c2e48069,國民革命軍第八路軍，紅一方面軍改編為第115師，
98366d2d69d3e02c9e4e38bdeed1ab22,。總統薩利赫上月
cd2e153522b8ee00f38547693a367946,，是中華人民共和國排名第六的民主黨派
143b87ee29a016e98f86814af1b045c2,南直接通向鎮江，
69cec1a49af750941f43c8988a6c1305,港起跑。3月20日發行「十萬人出頭天 Live DVD」與「後青春期的詩
ec2c0a7c24ad65cbf1f581efca31cb54,係，大多是蜀漢與孫吳同盟對抗曹
9d192637159761451e48a35f88dc0d76,。鄂圖曼帝國利用這個機會奪回色
d6caa170877795be542bc406c88fb907,亮、郤正、秦
1c2a632ae6d50e01e50976dc4d8ec7e6,信音樂」，旗下擁有多組
cfe28c26e849df922e2931f1002145e7,國大陸、臺灣、新加坡、馬來西亞、香港、澳門
e16906ec74129634f0fffc3923d33bdd,們才在這裡鬧事，並
fae4ca4d5c2d67037a3834b71226ceeb,2013年6
6b7890a696fa2daf0bc026ba366d710f,。駐港部隊軍官由全軍範圍選拔，大部分經軍事院校培訓，
2f8cf8e77c1e4a7204a742e6a617d965,南為外郭城。外郭城又分為東西
c056a173477d144a186825fd81d1cd11,2011年11月12日，
dedd3926948fad149a1a272638bc7058,確定了奧運會由奧委
dc38644e0de1275ac66ee4b1e2a0ed70,它一些行星和衛星上也觀測到雲。由於各星球的溫度特性
956107d698a7143075a0d654e908d012,城。亞利桑那州也是四角落州之一，與新墨西
516a18e3e4ae7764b7401aa55bfec0b0,杜勒-哈米德二世統治下，改革成效不大，
070375bff3e970c22390a505494389b1,。1929年9月19日，機車手恩斯特·海納騎
a68fa64eda70b3084300a1ebfd4b9ef1,們都
22723c4ed32288e3f7d17acf60be1112,灣海峽又是在陸基炮火
7e01eb8c7ce8cddfd1c8f35daf51ff0b,成為聯邦委員會成員的國會議員，將失去在國會中的議員資格，職位
dad84f95a2d7a705eaffcc62aba603d8,關注，更為九華山增添了一分莊嚴神秘的色彩
02a9c0b4c998de4ada88f1247fa1e530,範和處理邪教問題領導小組」，常設辦公室亦同時改稱，但
6ddec482c903fcdf11c176d9e1bfc96c,灣等種種因素
544c5fa16d959c1d339965b022c41d2c,。總統薩利赫上月
23b8a1f4a68f2b54f347c27f22cc112f,能會產生
2e7f25ca3e5dd813ff679895fc222f00,息產業部的職責、原屬國務院信息化工作辦公室的職責
3fe98ea987fe896467f1f43c51353a94,的上海站，將配有7座站台，到發線12股
b464cabfa8bb33a51a2ebddddbfbb05e,響，但是根據各種指標
72e628c8028edd410cca716d4898afb8,旦河西岸
0820125d67cbe114e9fd104094330c7b,國、西
0a9a7732402a9ff11fd5ac88b4a377c2,港是德國水深最深的貨櫃港。這座港口尤其適合在中國與歐
b2994907dbfe3e63967fc837e999e761,南尹。蜀
2c5ff1504e8daba4b36f42c3c94f60b5,海島嶼已被阿拉伯人奪取。在這場征服風暴
838a0b17528f57956967923a4e9c4df0,的一個縣，位於重慶市中部
ee083f561e535832d18e3f0e98224ec2,國保持了對巴爾幹諸國的比其東南方
4f8357bb126165070ee4436553651899,，但是埋
7561101d64ece7eff60a2f3f5b9591d2,江與淮河，以運輸軍隊和輜重
64a9236e9c2eeddc74c412b544cdeff3,國共產黨訂定數個指導自身全
f0d25276e28c3f82710343bfee476782,的著作《靈心城堡》，是西
b4405f9463b04c80bcaa2f66cac045b5,國、越南與馬來半島，海域大致為馬來群島，
c19ec4cc31fec156fdded6c0ecd932e3,公司的筆記型電腦系列產品，也被稱為Mac筆記型電腦Mac laptop
26a9eddd77f3a03ee85c3743e894a7cb,原地域遼闊，北西南三面
5c5eb80f85cee20963ccdb7ac75b56ac,州百姓的民心被動搖。然而，當西
99eff919f80cb48c0b74fbf350afd265,國支持，
b4d3530eeaebf0e69cddc778d5582c85,連任，並有解散議會的權力；總理是政府首腦，由總統任命履行職責
8415d22e361bfc911e8467a4c1950a33,國電視台已經隨DVB-S2一起開
fa95164d03beae6dd4f661cc22110508,府的力量進一步擴大，最終
2041594c6a3513be6c0cc4fd56c402fd,南語、客家語、粵語、英語、德語、法語、俄語、西
14b44677bcbe07f6993fc691a2c40508,2015年5月
45cb832fcd1e82b8dd585408631216c7,國科大目前在合肥市有五個主要校區，以及位於市區以西
b87145e58295c499bb028770ed9ad99f,國共產黨黨內的部分人
702b1080f94bf54018407dd8388527f7,擴大在台投資，耗時八個月安裝、測
c48bca4b7fc8933a4b51bd4220f5283c,國不再擔任「610」辦公室主任這一職務
8de7618233dc57a89d4eddcdf64a4611,南大公
dfaf28d5ada2fc197ac8a074b1db9b27,大的州份。首府和最大城市是鳳凰城。亞利桑那州也
cd98c5b46083a79573ff98b5bae4bd5d,質電視，是一種電視業務下的新型產品
0ccbe6b413b0c903ccb8afb856aec770,"軍以18個師和2,000餘門大炮，分兵"
f78eb850d37ff1a3ddc49396f9dcf3ff,人在西哥德的壓力下遷走，占領了羅馬的非
252ebe51c50298bf3f9943ae6d732a6e,雖然因此停止對戰敗的德國和奧匈
8f86b10e77d7a7451850be35fb8bac46,體是遵循角馬通用公眾授權條款的最新版本釋出的自由軟體。它的文
8837cb17fe18bcee7f9bb14df4709d72,的化合物
318ac659dc7b4a2681228cdd5cb30458,能地讓人陌生。奧運會吉祥物費尼希斯的名稱
a5bccbe8d68451aa02fa2027c09e8da1,國支持，
7017f43e4307193c1166d21bc77dc6bc,題的體制原因在於中國的戶籍制度，在與中國戶籍制度配套的社會福
f788a15b8bd4d5c3e1dd7b334a9e7ddf,國歌，
953efc7169ce38c69e48661285e7f06b,鄰。西南與蜀漢對峙於秦
9af2598aae0ad142fc5e70958227728e,尼西亞、日本、南韓、巴基斯坦、菲律賓、新加坡及越南，
3277a03d91da4758599660ffb2d80d08,術成就卓著。繪畫品類繁多，帛畫、壁畫、畫像石、畫像磚，異彩
aa9a92825936e5e619f01e99eda22271,巒層迭，溝壑縱橫，湟水河自西
0a7a78d9a5a7b124712f68f38a5aed30,有限公司和中國網通集團有限公司合併，
e08a8e6730daf03780bfb464e4d8b3a0,約，每張合約規模為10萬美元，此外添加1萬電子微型期貨
89167ddc7fb75f9b28ac877bdae8e56a,的地基光電深空監控是林肯實驗室實驗測試網站位於新墨西
376601e3d6bd3e6fd4000417deacd692,蘭音樂涵蓋了東西方
66f8e890ec9357cb5220b4b864d18421,訟。大多數專利到二戰之後基本上都
5d4a0c66796382991eb339a03ead28fb,擎製造廠，從事航空用引擎之製造。在同年，古斯塔夫·奧
a4d3f11fc1e590d7e38000e176413ce9,權
de2dce9a03944c8be289a4e0a4b101c8,國共產黨為防範反對派而有種種限制，政府為維護社會穩定亦
6f6ebf3abc34388811b1837ad1691d3b,其他非
97ef49cbc3bda890c9d0463a93dbe51a,南伸展的。為了避免繞道洛陽，裁彎
d0b226827a72b54fa5ef8e2a513341af,為日本的戰國時代的開端
37e11b15bb7800ac514f6c90812a41ca,國家，阿拉伯海和紅海邊緣，
0633785aacdc60c6895f46da707c3553,確
1ad9bf3b2d0bf927ca9d515ddb6f2c01,灣新生報》
21010ef51ed3d27ebeeff319533c9d42,江南運河流經太湖流域水網
99921c937954fadb79ee4aead7f2ff1c,江和錢塘江五大水系
3459bfc009b0f32b6c0ac46c4b1e15dc,播，還有賽事的數位版權。反過來，環球可將部分免費轉播權分
88ce155b34bdebd8a4cb2d81f3f77b81,這個詞出現的很早，來自拉丁文中的humanitas，古羅馬作家西
fdf95a03c3a0dc2d197e01384f89d791,江，強迫當地原住居民諸
332f95e64433679a33fe4d9fef5dcbd2,的佛教僧侶及商人前來。338年所鑄造模仿罽賓的佛教模型，
575d9443ff5002c73cd376dcb0149d10,江新城·總部經濟區概念規劃》的意念規劃，該
bceda5a594e9585b5629703dbf6ad0a1,2014年6
5b9bc9f71707d5c5e8962478ade7e356,信技術博覽會、漢諾瓦工業博覽會、商用車
d9df7b0aa581e16a178240193fcd863d,8月5日，第六小組第二次會議決定，聘請四位音樂專業人士
19b9570b1821cea7fd33fec21d129f04,國民黨中常委身分的創辦人余紀忠與掌權的蔣經國政府決裂
fa7562f2f6548749462bfbb5ed301fcb,南的吳姓世族如丞
8b2b0daf4f23ec81a4b2540bc460b561,國支持，
5ada5e61af399bc2b2730f4dc95c9002,教信眾也出現了增長另外也有少數民族修行其他宗教，即
da4b37242910e301c4221ec5fdd015e4,呼皇帝，例如康熙帝。一般改元從下詔
ab31403baa79ccc210fca277e338f472,基媒體的網站的大部
4918e760f58637d729ac72ddbcb7ad6b,信總局曾遷往臺北縣三重市，於
abc5626667d2caab09dd222dd3715825,菜及潮州菜、近
318ab1cdf5be394164e5a4278007f04e,南、西
9b0de5385dc3894db35a95be0cfba3e9,的瓦良格人征服了位於如今烏克蘭、白俄羅斯和俄羅斯西
20301e96ff2e23bf6bbeeec6fe676887,國的專門機構
91fa59f4238f36d93ca5048293db241d,問委員會。2008年9月20日，
2b074424840343da2710b2c8b3078f11,，其中第一名為金牌，第二名為銀牌，
e4609bbbeb0d6e0207360c24236bbd0b,團並未從山東擴
4950440b52a8ad7f4e56d5d6fad85816,國的傳統盟國，
f4a5a12a9808a56780fa46b608d7f9ac,。陳洪綬和崔子忠是明末
ecabf598b2121f9d0066ff60cf334d8b,國。他本來讓德意志帝國、奧匈帝國及沙俄帝國結成三帝
98cc5d4f5e5ff95ea70e01ee4fa25788,教的雛型，到西晉
73ca9ffb3225943ad73e71d1062e5403,河南北
7e2530c2c81f7637107ed43c8596e593,關東通黃
2643f0be11d42c0fac7016afde854a7b,江、大渡河和青衣江的交匯處。以丘陵為主，西
cbf4f963d9bcdb5c95d5ef3c5047c7c5,列反傳統運動和民權運動、女權運動、以及20世紀末
28ffa27145c72fbbdb4de38b9c83c95b,行旅客和水貨客往來上水及深圳購買日用品和走運水貨
fb3d1f5b96d668f44907c362b892377d,國北海艦隊編隊，自西向東通過日本南部的大隅
332e5f2f5fd8b03af0e7de18fb670dd0,國海軍之LVT，數名國際記者死亡，
417f82e2ed63aefd0b3457812c45b7cd,政區各自使用自己原來的法律體系，分別
dd5e8e6f245a317b9835e10e7b66ed29,的公司移居加利福尼亞，來充分利用當地的氣候和地理條
adb667410161ffa194f35ba0f5f76e49,教士們最終使巴爾幹和東歐
15946ddde65910e31d4555b29ad3b79b,術合作分委員會和預算管理委員會。11個專業工作小組
1ad9454b147815250b5c54a309e7a19c,能出現。例如有些內容較不一般的作品
646adfc28a4516d5c1eb43cdcffae6c4,國民黨為首的中華民國政府在同年12月
24dfcfd98f3760505d78a133e975d250,為五四運動而使中國共產黨崛起，某種程度上也半直接與半間接地埋
e92e938f307dbfda6d353e4b5cadc90f,為外交、軍事、行政、立法、司法等五種權力
499ddb111f159754c523173e482ed060,體，又稱非自由軟體、專屬軟體、私
757ca9a2ecc4eb540312482be3f725ff,之妹，善於書法山水繪畫，時人譽為「針絕
88bb847fc0d8c52ca5c499103ef3fbba,錄論文總數也在國內高校中排名第5位，並且在人均論文
8d50a1230e8d99f765ecc4159aeea829,鎮真正馳名的時期
69f16dd1205f43e46d88905c33c3de70,納奧運會首次列為正式比賽項目
eb12a711580c7043aa13d9c54ec4bc18,。受魚類資料庫激勵，其他的非
9199b8238ee09d6e05eb49314839a162,國立故宮博物院亦納入中央政府部門編組。其中的十部六
085c62f0c8df1667989c73226d17749d,確定2016年奧運會由巴西里約熱內盧舉辦。門票價格於2014年9月
ef757112dd1cf92a6b060c2ae95bae3f,的軍隊。儘管羅馬士兵浴血奮戰，還是被哥德的騎兵
5a86d7575b1802ae2c369373c1ceee4c,廉馮洪堡的人文主義則與啟蒙運動的人文主義完
502360561225a15419eea321b0aff5b9,國西北內陸的一個區域，地理上包括黃土高原西部、渭
610aafd57a686c6955c32c4e43ede81d,略者在別人的土地上有什麼兩樣呢？香港《知識青年》於
bd27c2667d7a1d150a6938682c747949,。該資料庫最初只收集熱帶魚類數據。隨後擴大到所有的有鰭魚
737167eb63334dd186d8caec177273d8,河、渭
bdb2edfc5ebc76530aee2fae3bf0485d,關第一級職能
968fdf50ea0dad19d145f9941ae52fe0,門正式的學科
23dbeca9ab7a0b2eb2e893bf22dc50fb,屢創下地方演唱會紀錄與商機。出道成名後，截至2012年6
3560df20d938f89d961914687a79eb21,。在時代華納被美國線上併購之後，
e7fb8f852d69aacbf2698dbe848f0035,國能力與效果為當世與後世極為稱道。諸葛亮死後，蔣琬、費禕、董
7fba9e5872a26cd796c9ccc768108195,的公司移居加利福尼亞，來充分利用當地的氣候和地理條
6512f10d5f0fd051276bc2b6fc3b0070,越少被使用，而大多以「臺灣時間」或不帶政治、地域色彩
80efaf7b5940538e207b16605eeed09d,。西
dbeefd744a456851a772c1e4cf7e7928,擎直到1918年為止。1918
1d1779f3cdd123f0229154163d057fbe,的軍隊。儘管羅馬士兵浴血奮戰，還是被哥德的騎兵
ad3b9928c9894482330b59a17de095f1,府委員會代行最高國家機關的常設機關職權，集行政、立法等權限
